BuildingSize,BuildingAge,Temperature,Humidity,SupplierLeadTime,InsulationType_Excellent,InsulationType_Fair,InsulationType_Good,InsulationType_Poor,RenewableEnergySource_Solar,RenewableEnergySource_Wind
-1.199951114140378,0.029506152589804893,1.3666195661324427,-1.481795545358352,0.9994604689174891,-0.4858949918857763,-0.6422066478409215,-0.6624567313140606,1.927947388305882,0.6624567313140607,-0.6624567313140606
0.8946136359730826,0.13352314174305374,-1.3552627957825178,0.6627504099635979,-0.5558407156560516,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.4054982410290053,-0.9066467497894348,0.26345851987018437,-1.604122640452244,-0.4362021629965485,-0.4858949918857763,-0.6422066478409215,-0.6624567313140606,1.927947388305882,0.6624567313140607,-0.6624567313140606
-1.4833503282697404,-0.8719744200716852,0.2849156315164471,-1.101382454883056,-1.0343949262940642,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
1.365027559934004,0.7229527469447973,-0.5783463418724905,-0.13294167085133002,-1.0343949262940642,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.6586873866471159,0.06417848230755452,-0.20935069183787536,-0.128502025910909,1.4780146795555016,2.0580578452125287,-0.6422066478409215,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.46232194132397897,0.6882804172270477,-1.686957224873736,0.6637979841410342,-0.6754792683155548,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.28106153025646796,1.3123823521465408,0.8005660038368098,1.4344201463275512,0.04235204764146402,2.0580578452125287,-0.6422066478409215,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-1.725030876359755,-0.5945957823296882,0.10992239632986436,0.5036122827199598,-1.5129491369320767,2.0580578452125287,-0.6422066478409215,-0.6624567313140606,-0.5186863531990443,-1.5095325516828593,1.5095325516828595
-0.6065390540979312,-0.039838506845694344,-1.617521313850888,1.5831198536770965,-1.2736720316130705,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-1.2654062625814235,-0.7332851012006867,0.5717865165756602,1.3362617491263062,-1.1540334789535673,2.0580578452125287,-0.6422066478409215,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-0.09872218817069796,0.44557410920280033,-0.18012903885769743,0.3164340664069352,0.2816291529604703,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,-1.5095325516828593,1.5095325516828595
-0.06851211965944612,-0.9759914092249341,-1.6993277629548258,1.1721105508033784,-0.7951178209750579,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-0.9669020141964352,-0.8373020903539355,1.5868274755606606,0.5157817767511056,-0.7951178209750579,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
1.4578156275042775,-0.7679574309184364,1.5148048862859216,-1.4201734931439594,0.879821916257986,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.6162494332622621,1.208365362993292,-0.018059674741301872,0.8521151370312068,-0.3165636103370454,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
1.1427677701726513,-0.039838506845694344,-1.4912565413866923,-1.3640512587528026,0.7601833635984828,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,-1.5095325516828593,1.5095325516828595
1.6649703830100044,0.7229527469447973,0.8313532744094992,0.3493269383682088,-0.7951178209750579,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,-1.5095325516828593,1.5095325516828595
0.270272220073878,1.0696760441222934,-0.09175401297490374,0.7219420970017358,0.5209062582794766,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-1.4775960295056925,1.1736930332755424,-0.7576097031113693,-1.4614663234836598,-1.3933105842725737,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-1.040269323438047,-0.039838506845694344,-0.09355645063856947,-0.897632102702058,0.40126770561997344,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.021398798528803383,-1.0453360686604334,0.015470477677446363,1.4531584288313137,0.7601833635984828,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
-0.3461570350247606,1.2430376927110416,0.15697283786379704,0.42563560860477545,0.5209062582794766,-0.4858949918857763,1.5571311872307274,-0.6624567313140606,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.15734410682943664,1.4510716710175393,-0.26994251009300146,-0.8444591634179861,0.5209062582794766,-0.4858949918857763,-0.6422066478409215,-0.6624567313140606,1.927947388305882,0.6624567313140607,-0.6624567313140606
-1.1172330694071884,0.44557410920280033,0.3082303895738669,0.6808888087072611,0.04235204764146402,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,-1.5095325516828593,1.5095325516828595
-0.5195052852917057,0.3762294497673011,1.408056946402293,0.358572652023222,-1.0343949262940642,-0.4858949918857763,-0.6422066478409215,-0.6624567313140606,1.927947388305882,-1.5095325516828593,1.5095325516828595
-1.6825929229749013,-0.039838506845694344,-0.5473968499833736,0.03180337477805592,0.16199060030096715,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.1479933713378587,0.7229527469447973,0.729780390938373,1.660870710149232,-0.7951178209750579,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
0.3429202419699836,-1.7041103332976761,1.3227281453712425,0.6560861312603296,0.16199060030096715,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,0.6624567313140607,-0.6624567313140606
1.531902224091395,1.5897609898885376,-0.21809066720370132,-0.401144074282011,0.40126770561997344,-0.4858949918857763,-0.6422066478409215,1.5095325516828595,-0.5186863531990443,-1.5095325516828593,1.5095325516828595
